,2009,2010,2011,2012,2013,2014,2015,2016,2017
4447,39534,62163,65669,64512,61588,55619,48077,64998,66084
4448,41021,63435,67342,66898,63166,57614,50268,66650,67619
4449,42715,65463,69053,68856,64712,58697,52258,68402,68972
4450,42047,65308,68339,67853,63873,57745,52167,67886,68486
4451,40194,64771,67481,67265,61904,55735,50732,67403,67689
4452,39264,63325,66310,65919,59779,54020,49635,66217,66458
4453,38976,62799,64922,64982,58353,53117,48982,65092,65259
4454,39405,61389,63413,63384,57426,52727,48853,63621,64140
4455,40996,60808,62729,62457,56993,53442,49832,63056,63302
4456,42932,60728,62200,61551,56121,53426,50989,62323,62582
4457,43701,59800,61124,59790,54787,51972,51079,61437,61617
4458,43164,57672,58750,56880,51780,49923,50534,59046,58913
4459,43358,56039,56767,54360,49569,48462,50160,56877,56545
4460,44323,54340,55701,52487,48343,47640,50602,54879,54816
4461,40765,50268,51112,47930,44787,44652,47807,50414,50500
4462,37865,46954,47197,44489,41700,42205,44984,47117,47124
4463,36295,44783,45128,42702,40022,39762,43036,45187,45262
4464,35485,44376,43905,41503,38366,38310,42421,44190,44186
4465,35430,45310,43825,41533,37944,37703,42783,44200,44180
4466,36237,46129,44637,42389,37677,37450,43983,45179,45124
4467,39696,47547,47133,44974,37507,36636,46986,48173,47936
4468,48096,53766,54595,52386,39747,37514,55697,55809,55130
4469,55933,59343,61105,59177,43445,40264,62476,62375,61081
4470,60144,62078,64494,63141,47856,44212,66015,65500,64671
4471,60721,62903,66227,64853,50660,47342,67558,66937,66040
4472,61781,63983,67989,66916,52372,49819,69286,68632,67741
4473,62529,65343,69012,68441,53784,52009,70694,69770,68869
4474,61510,64660,68295,67908,52307,51522,70077,68874,68690
4475,60635,63586,67434,67373,50164,49864,69695,68162,68218
4476,59662,61925,66125,66926,48701,48578,68387,67370,67217
4477,58727,60768,64717,65286,47374,47873,67280,66504,66295
4478,57401,59578,63412,63297,46634,47405,65560,65508,64968
4479,57285,59784,62765,62330,47100,48488,64549,64747,64419
4480,56682,59782,62007,61598,47059,49753,63772,63862,63525
4481,55623,58993,60941,59774,46161,49853,62849,62827,62416
4482,53555,57093,58651,56784,43606,49559,60374,60008,59684
4483,51431,55248,56725,54629,41999,49534,58109,57756,57515
4484,49490,54314,55291,52463,41945,49849,56326,55398,55472
4485,44228,50221,50787,47754,39526,46620,52051,51025,51138
4486,41067,47403,46819,44260,36957,43905,48535,48057,47994
4487,39456,46039,44871,42317,34968,42457,46602,45978,46170
4488,38614,45546,43803,41345,33925,41681,45472,44999,44898
4489,38539,45580,43882,41130,33449,41720,45647,44995,44970
4490,39529,46451,44696,41984,33451,42953,46469,45948,45915
4491,41956,47760,47010,44493,32600,46158,49125,48515,48590
4492,49573,53832,54706,52315,33242,54956,56944,56205,55972
4493,55620,59447,61118,59132,35365,61924,63352,62491,62299
4494,58483,61681,64622,63314,39278,65885,66854,65798,65952
4495,59497,61693,65706,64854,42026,67370,68198,67182,67181
4496,61117,62644,67312,65891,44102,69158,69974,68474,68419
4497,62365,64113,68736,67227,45941,70413,71436,69874,69489
4498,62438,63306,68576,66403,45215,69946,70937,69042,68856
4499,61566,62341,67958,64476,43707,69550,70552,68515,67212
4500,60652,61154,66930,62856,42712,68124,69495,67282,65781
4501,58740,59974,65383,61717,42014,67001,68384,65888,64582
4502,57090,59144,63450,60252,41883,65584,67042,64368,63621
4503,57269,59255,63130,59610,42831,64813,66428,63845,63121
4504,56996,59351,62815,58935,44186,63875,65339,63064,62221
4505,55849,57889,61722,57440,44681,62933,64467,62043,60337
4506,53274,53566,59155,54344,43955,60381,61869,59419,57404
4507,51157,51633,57280,51876,43583,58407,59718,56958,55048
4508,50316,51494,55380,50300,44298,56263,57112,55061,53186
4509,45558,49389,50615,46503,41199,51524,52947,50652,49586
4510,41241,46480,46715,43096,38686,48298,49516,47386,46348
4511,39427,45501,44615,40846,37408,46446,47715,45593,44270
4512,38278,44804,43335,39181,36585,45478,46645,44518,42667
4513,38147,44865,43560,38693,36670,45667,46510,44685,42232
4514,39299,45615,44663,38573,37975,46573,47406,45531,42061
4515,41931,46707,47369,38319,41024,49306,50116,48263,41945
4516,49558,53579,54835,40484,49028,57252,57847,55784,44160
4517,55620,59313,61314,44314,55808,63912,63828,62020,47798
4518,58203,61611,64447,48304,59600,67748,66606,65560,52120
4519,59776,62184,65371,51764,61161,69218,67675,66530,55194
4520,61021,63445,66865,53868,62952,70650,69190,67857,56790
4521,62359,64441,68219,54705,64379,72099,70650,69134,57569
4522,61389,63215,67560,53501,63961,71234,69749,68472,56793
4523,60169,62183,65729,51420,63278,70603,68984,67988,55298
4524,58907,61405,64026,49834,62484,69379,67943,66790,53550
4525,58037,60626,62833,48926,61330,68577,66751,65693,52598
4526,56769,60110,61283,48123,59625,67359,65227,64113,51878
4527,56805,60307,60761,48493,58891,66699,64471,63633,52222
4528,56405,60456,59606,48528,58414,66095,63810,62954,51938
4529,54343,60369,58315,47425,57032,64789,62502,61492,51075
4530,52260,58418,55734,44676,54783,61693,59838,57787,48797
4531,51264,56542,53699,43111,52712,58398,57744,54376,47072
4532,49664,55390,52673,43392,50955,54722,55534,53232,46426
4533,45058,51497,48769,40415,46410,51824,51308,50742,43568
4534,42669,48636,45165,37138,43486,49584,47925,47501,40996
4535,39734,47337,42817,34885,41800,46892,46202,45507,38908
4536,38890,46185,41234,33669,40748,45689,45244,44379,37675
4537,38684,46081,40657,33203,40684,45349,45285,44420,36842
4538,39506,46902,40618,33020,41514,46313,46327,45292,36670
4539,42112,48126,40203,32418,43887,49100,48903,48006,36177
4540,49634,54494,42910,33456,50879,56509,56111,55289,37160
4541,55549,60218,47048,36023,56747,63150,62258,61795,39420
4542,58416,62553,51757,39674,60292,67395,65544,65384,42778
4543,59482,63284,55147,42823,61248,68638,66954,66481,45887
4544,60805,64634,56332,44600,63120,70459,68381,68286,48125
4545,61874,65614,57225,47170,64679,71812,69809,69552,49823
4546,60577,64638,55956,47709,64451,70719,68999,68841,49650
4547,59656,63313,53174,46596,63842,69952,68334,67616,48313
4548,58740,62063,51435,45308,62759,68845,67130,65884,47249
4549,57606,61086,50421,45097,61717,67516,65787,64404,46758
4550,56607,60654,49797,43459,60156,65902,64174,63445,46416
4551,56930,60732,50175,43316,59408,65735,63916,63208,47440
4552,56434,60423,50332,44328,58879,65141,63178,62496,48644
4553,55328,59591,49132,44320,57655,64029,61865,61008,48588
4554,53238,57173,47157,43491,55338,61474,59359,58063,47961
4555,51250,54968,45896,42824,53242,59222,57178,55552,47501
4556,49223,54076,45677,43700,51343,56327,55388,53853,48074
4557,44459,50302,42892,40092,47091,52405,51279,49964,45271
4558,41042,47390,39272,37265,43769,49094,48118,46304,42652
4559,39256,45394,37105,35702,41861,45998,46189,44013,41146
4560,38562,44299,35882,35030,40482,44586,45289,42679,40334
4561,38691,43513,35354,35144,40354,44717,45434,42082,40553
4562,39534,43807,35252,36309,41009,45728,46326,42017,41890
4563,41886,43275,34728,39723,43328,48558,48801,41550,45771
4564,49031,45528,35524,48795,50570,55857,56197,43579,54037
4565,54809,48011,37767,55269,57004,62280,62066,47469,60695
4566,57983,50451,41030,59295,60477,65863,65543,51749,64657
4567,59088,52823,44286,61204,61367,67363,66499,54903,66264
4568,60649,54237,46656,63566,62924,69320,67838,56423,67803
4569,61801,54490,49156,65570,64452,70832,68607,57258,69199
4570,61123,52753,48425,65085,63341,70162,67878,56468,68540
4571,59145,50438,46442,63815,62196,69434,66700,54497,68199
4572,57495,48812,44875,62776,60979,68277,64926,52942,67057
4573,56199,48124,43976,61679,59872,67127,63469,51780,66149
4574,55501,48316,43746,60013,57882,65736,62170,51277,64653
4575,55472,49233,45074,59243,57201,65276,61364,51620,63920
4576,54739,50870,46517,59058,56663,64173,60268,51595,63132
4577,53539,51004,46887,57721,55430,63170,58893,50590,62225
4578,51190,49112,46137,54931,53152,61025,56263,48430,59514
4579,49575,48211,45916,53046,51514,58949,54138,47197,57038
4580,48182,47972,46500,51128,49589,56228,52792,46795,54559
4581,44169,45558,43257,46159,45349,51648,49209,44071,50112
4582,40916,42301,40810,42547,42270,48408,45962,41047,46691
4583,39018,41022,39345,40773,40774,46042,43674,39193,44971
4584,37781,40617,38742,39733,39773,44911,42183,37695,43888
4585,37327,40416,39071,39847,40035,45040,41831,37046,43942
4586,37231,40362,40300,41049,41129,45910,41616,36806,44894
4587,36553,39337,43472,43745,43413,48468,41390,36452,47860
4588,38178,40058,51856,51052,50719,56187,43568,37280,55102
4589,41124,41632,59143,57722,56661,62488,47294,40062,61135
4590,44220,43281,63355,61977,59587,66158,51547,43807,64600
4591,46815,44972,64857,63346,60257,67532,54527,47223,65819
4592,48144,46566,66632,65248,61431,69087,56323,49646,67240
4593,49165,47967,68231,67558,63203,70105,57250,51695,68394
4594,47937,46650,67665,67670,62404,69322,56241,51103,68118
4595,46168,45119,66971,66738,61422,67965,54589,49524,67987
4596,44693,44396,65697,65577,60550,65958,52796,48118,66495
4597,44062,44066,63964,64138,59317,64921,51904,47191,65382
4598,43884,44338,62058,62575,57748,63765,51288,47090,64024
4599,45084,45696,61715,61428,57542,63219,51566,48082,63388
4600,45696,47728,60912,60560,57231,62113,51442,49377,62770
4601,45579,48664,59963,59338,56525,60844,50657,49528,61695
4602,43321,48560,57675,56449,54210,58040,48693,49256,58867
4603,42157,48518,56033,54876,52128,55924,47315,49160,56695
4604,42181,49372,54825,52338,49947,54058,46965,49408,54373
4605,39422,47070,49915,47314,45332,50036,44229,46736,50024
4606,36499,44138,46675,43844,42169,46738,41445,43972,46800
4607,34145,43203,44732,41678,40327,44320,39339,42219,44872
4608,32928,43832,43544,40341,39585,42835,38224,41100,43891
4609,32276,43670,44368,40430,39783,42432,37508,41068,44033
4610,32285,44387,44514,41334,40687,42350,37197,42260,45002
4611,31611,46189,46914,43953,43227,42135,36709,45639,48203
4612,32235,53609,54366,51429,50048,44200,37598,54021,55622
4613,34404,59548,60509,57698,55968,47911,39954,60939,61792
4614,37305,63109,64753,62385,59597,52156,43296,65301,65467
4615,40232,64353,66108,63966,60660,55322,46556,67108,66783
4616,42685,65611,67920,65857,62098,57256,49039,69223,68304
4617,45581,66931,69337,67149,63472,58076,51077,70720,69357
4618,44665,66177,68656,66060,62408,56983,50860,69764,68942
4619,42602,65595,67966,64397,60688,55154,49348,69378,68478
4620,41197,64590,66543,62434,58730,53347,47937,68478,66970
4621,40286,63031,65506,61460,57616,52196,47330,67390,65878
4622,40287,62522,64017,59697,56926,51461,47351,65778,64679
4623,41800,62404,63916,58850,56561,51619,48528,64791,64463
4624,43642,61800,63389,57791,55959,51535,49662,64276,64007
4625,44024,60958,62237,56985,54797,50686,49663,62831,62680
4626,43382,58670,59943,54567,52170,48750,48997,59864,59914
4627,42615,57260,58059,52511,50198,47748,48689,57422,57687
4628,42914,55548,55567,50385,48279,47057,48779,55348,55185
4629,39454,51540,50799,45662,44415,44406,45634,51068,51058
4630,36547,48832,47516,42584,41291,41566,43147,48080,48006
4631,34943,48273,45538,40499,39405,39421,41739,46284,45875
4632,34603,46622,44193,39385,38086,37967,40965,45266,44695
4633,34443,46295,44400,39198,37566,37324,41218,45367,44513
4634,35476,46757,45110,40277,37588,37050,42586,46229,45408
4635,38902,48000,47721,42797,37258,36681,46098,48750,47990
4636,47451,54453,55115,50216,39327,37391,54692,56174,54868
4637,54530,59684,61801,56396,43039,39797,61475,62614,60629
4638,57588,62376,65573,59208,47009,43244,64968,66332,63946
4639,58103,63399,66711,59965,49642,46652,66618,67747,64986
4640,59008,65014,68606,61651,51101,49362,68143,69458,66425
4641,60435,66027,70201,63292,52095,51957,69835,70715,67553
4642,59172,64941,69565,62551,50738,51660,69510,70111,67083
4643,58389,64217,68443,61361,48691,50209,68626,69159,66299
4644,57277,63150,66909,60811,47182,48744,67549,67506,64933
4645,56743,62591,65604,60090,46319,47537,66255,66077,63893
4646,55711,61558,63931,58275,45854,47482,64700,65067,62506
4647,55753,60946,63501,57831,46237,48410,64534,63996,61720
4648,55836,60391,63043,56984,46129,49496,63913,63319,60909
4649,55112,60000,61678,55787,45423,49055,62837,62074,59764
4650,52943,58003,59232,53590,43578,47240,60326,59327,57431
4651,51297,56241,57476,51618,41916,45561,57996,56850,55614
4652,49601,54864,54375,49888,41424,45586,54888,54439,53627
4653,44830,50704,48861,45488,38553,44227,50671,50026,49373
4654,41507,47849,45081,42680,36118,43892,47755,46934,46089
4655,39646,46032,43246,41083,33994,41533,45687,45126,44271
4656,38428,45458,42147,40003,32786,39965,44533,43974,43150
4657,38322,45833,42075,39880,32421,39515,44728,44065,43239
4658,39349,46813,43197,41090,32306,40871,45795,44985,44441
4659,41971,48231,45613,43902,31932,44402,48934,47766,47309
4660,49533,54612,52807,50883,32520,52550,56684,54985,54158
4661,56117,59960,60255,57295,34888,59454,63083,61194,60082
4662,59801,62901,64029,61252,38506,63738,66678,64544,63481
4663,60715,63697,65313,62331,41233,65672,67826,65798,64650
4664,62152,65095,66762,63952,43676,68087,69257,67662,66090
4665,63395,66293,68113,64522,46042,69788,70875,69173,67097
4666,62148,65749,67395,63049,45380,69147,70019,68415,66404
4667,60837,65012,66049,61875,43804,68517,69293,67274,64740
4668,59359,63790,64599,60388,42646,67661,68283,66056,62824
4669,58187,62872,63901,59074,41721,66586,67222,65131,61745
4670,57100,61080,62338,58435,41466,64969,65395,63836,60965
4671,56790,60837,61892,58539,42268,64183,64753,63377,60754
4672,56556,61929,61073,57897,43497,63460,63878,62689,59692
4673,55737,61639,59998,56437,43393,62275,62860,61690,58547
4674,53146,59612,57702,53745,43040,59510,60163,58931,55832
4675,51879,58108,56019,51395,42757,57506,58190,56503,53293
4676,50330,56234,53369,48953,42995,55337,55726,53891,51216
4677,45496,52418,48184,44611,39728,50676,51329,49568,47367
4678,41697,49748,44603,41058,37369,47307,47973,46619,44186
4679,39602,47995,42548,39084,35963,45586,46062,44758,42306
4680,38691,47119,41257,37865,35184,44455,45214,43714,40960
4681,38782,47012,41366,37521,35302,44921,45394,43771,40556
4682,39846,47599,42483,37516,36620,45776,46347,44915,40676
4683,42667,49304,45063,37616,39540,48348,49043,47918,40674
4684,50219,54882,52286,39455,47416,55823,56566,55251,42641
4685,56846,60647,58987,43106,53912,62183,62978,61639,45894
4686,60006,62938,62863,47286,57631,65956,66155,64866,49967
4687,60644,63843,63930,50506,58836,67204,67148,65937,53053
4688,62017,65314,65541,51876,60585,69023,68950,67328,54660
4689,63138,66864,66884,53118,62367,70772,70525,68879,55314
4690,61830,65675,66417,51063,62194,70023,69645,68181,54187
4691,60656,64472,64600,49204,61888,68995,68988,67555,52428
4692,59083,62995,62709,47680,60958,68005,67856,66363,50869
4693,58119,62043,61251,46204,59950,66742,66603,64938,49947
4694,56601,60985,59815,44933,58276,65181,65136,63614,49179
4695,56487,59940,59251,44974,57817,64554,64509,63219,49310
4696,56315,59020,58733,45763,57390,63695,63827,62734,49339
4697,55541,59151,57187,45060,56508,62553,62988,61712,48626
4698,53567,57650,54675,42969,54412,60025,60598,59240,46786
4699,52229,55610,52858,41713,52472,58333,58773,57189,45341
4700,50983,54485,51564,41275,50363,56150,56412,54723,44820
4701,46209,50159,47661,38402,45831,51374,51922,50104,41995
4702,42257,46764,44157,35637,42552,47987,48427,46977,39327
4703,40076,45526,41854,33346,40734,46056,46458,45088,37654
4704,39211,44518,40517,32159,39717,44973,45288,44105,36529
4705,38919,45119,40149,31910,39738,45043,45415,44145,35973
4706,39762,46205,39958,32058,40782,45981,46215,45180,35905
4707,42245,47515,39579,31810,42966,48648,49157,48062,35644
4708,49576,53150,41562,32529,49828,56140,56736,55260,36228
4709,56087,57960,45499,34799,56092,62723,62930,61394,38746
4710,58383,60025,49750,38193,59537,66474,66462,64905,42117
4711,58928,59818,52836,41641,60716,67704,67925,66117,45125
4712,60015,61015,54673,44606,62444,69564,69553,67662,47544
4713,61063,64146,55632,46913,64175,71080,70774,68565,49688
4714,59633,62817,54520,46449,63433,70694,70203,67617,49667
4715,59053,61133,52362,44602,62944,69917,69613,65979,48099
4716,57840,59622,50618,43343,62129,68606,68497,64107,46628
4717,56876,58858,49570,42463,61074,67514,67403,62415,45656
4718,55840,58508,48759,42138,59376,65847,65824,61355,45480
4719,55757,58915,49158,43484,58762,65158,65082,60981,46681
4720,55976,58662,49214,44681,57813,64182,63952,60034,47708
4721,54534,58155,48209,44725,56787,63071,62966,58495,47518
4722,51744,55742,46519,44005,54641,60573,60974,55689,46678
4723,51200,53713,45461,43671,52662,58688,59091,53589,46477
4724,50104,53025,45099,44034,50486,56822,56896,51665,46778
4725,45402,49085,41157,40541,45980,52078,52746,48048,43856
4726,41794,45759,38529,37495,42705,48500,49316,44856,41449
4727,40042,43895,36133,35600,40980,46458,47163,42750,39954
4728,38852,42393,34796,34719,39989,45527,45926,41470,39217
4729,38731,42844,34330,34845,40011,45642,45908,41013,39338
4730,39379,43856,33948,36273,40982,46521,46942,41206,40781
4731,41503,43702,33686,40003,43242,48991,49955,40808,44195
